Wall: .word 16, 16
.byte 199,100,255,100,255,100,246,100,246,91,199,199,199,199,199,199,
246,91,246,91,100,91,100,91,172,91,92,109,92,110,100,199,
100,91,255,109,246,101,246,100,172,91,91,91,91,92,91,199,
191,92,100,100,91,91,91,91,91,91,246,246,172,110,91,199,
92,92,100,191,100,246,100,100,91,246,191,246,246,92,91,199,
191,100,100,255,91,100,91,100,91,172,172,172,172,110,91,199,
92,92,100,191,109,246,100,172,91,100,109,109,100,92,100,199,
100,191,246,92,182,110,101,92,92,172,92,191,246,100,100,199,
255,100,109,191,92,92,92,92,92,92,255,100,109,191,92,199,
110,255,255,110,109,182,246,191,246,191,182,255,255,110,92,199,
191,110,110,109,100,109,109,101,109,101,182,109,110,101,92,199,
110,182,110,100,91,92,92,92,92,92,191,182,92,101,91,199,
182,109,101,109,92,101,110,110,101,92,182,110,100,100,92,199,
191,110,110,109,92,182,91,91,182,110,110,182,109,101,92,199,
109,182,110,100,92,110,91,91,110,92,101,110,101,101,91,199,
92,100,100,92,199,199,199,199,199,199,92,100,100,92,199,199,


