Hero_down: .word 16, 16
.byte 199,199,82,210,210,210,82,199,199,199,199,199,199,199,199,199,
199,82,210,225,6,6,127,82,199,199,199,199,199,199,199,199,
82,225,225,146,210,225,225,210,82,199,199,199,199,199,199,199,
82,82,82,82,225,101,225,225,82,82,199,199,199,199,199,199,
199,199,82,82,191,82,191,82,82,249,82,199,199,199,199,199,
199,82,249,82,91,191,191,191,82,225,82,199,199,199,199,199,
82,82,225,210,225,82,82,82,127,210,210,82,82,199,199,199,
127,210,210,146,225,249,249,225,127,210,226,109,164,148,141,199,
127,127,127,82,146,225,225,127,82,210,173,237,245,163,140,199,
82,82,82,82,191,6,6,210,82,82,82,173,255,164,198,199,
199,199,199,82,191,101,225,210,82,199,198,157,246,174,206,199,
199,199,199,82,191,191,225,210,82,199,199,134,173,246,157,199,
199,199,199,82,101,191,225,210,82,199,199,199,156,246,164,198,
199,199,199,199,82,191,6,6,82,199,199,199,150,182,245,149,
199,199,199,199,82,210,127,127,82,199,199,199,198,173,245,156,
199,199,199,199,82,249,82,82,82,199,199,199,199,149,246,155,


