Hero_right: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,82,82,82,199,199,199,199,
199,199,199,199,199,199,199,82,82,82,127,6,82,146,146,199,
199,199,82,82,82,82,82,210,225,225,6,146,225,249,225,82,
199,82,210,210,210,225,225,225,225,210,146,225,91,210,249,82,
199,199,82,82,82,82,82,82,82,82,210,191,91,191,82,82,
199,199,199,199,199,199,199,199,82,82,146,101,191,191,191,82,
199,199,199,199,199,199,82,82,210,249,127,82,82,82,82,199,
199,199,199,82,82,82,127,225,210,210,127,225,249,249,82,199,
199,199,199,82,127,91,127,225,225,82,101,127,210,210,82,199,
199,199,199,82,255,127,101,127,82,82,191,6,6,82,199,199,
199,199,82,255,255,82,82,82,199,82,191,210,225,82,199,199,
199,82,246,255,82,199,199,199,82,101,191,210,225,82,199,199,
82,246,255,82,199,199,199,82,6,191,191,210,225,82,199,199,
236,255,82,199,199,199,199,82,82,191,101,6,6,82,199,199,
255,82,199,199,199,199,199,82,249,210,82,127,127,82,199,199,
82,199,199,199,199,199,199,199,82,249,82,82,82,82,199,199,


